track	rbp_name	chr	start	end	score	location
encRegTfbsClustered	SMARCA4	chr17	17693970	17694531	675	gene_body
encRegTfbsClustered	EP400	chr17	17693991	17694695	349	gene_body
encRegTfbsClustered	L3MBTL2	chr17	17694023	17694784	1000	gene_body
encRegTfbsClustered	RBFOX2	chr17	17694024	17695253	776	gene_body
encRegTfbsClustered	NFRKB	chr17	17694042	17694602	293	gene_body
encRegTfbsClustered	SMAD5	chr17	17694056	17694586	243	gene_body
encRegTfbsClustered	RNF2	chr17	17694057	17694726	596	gene_body
encRegTfbsClustered	HDAC2	chr17	17694058	17694763	396	gene_body
encRegTfbsClustered	PCBP1	chr17	17694060	17694570	436	gene_body
encRegTfbsClustered	MGA	chr17	17694084	17694653	1000	gene_body
encRegTfbsClustered	RBBP5	chr17	17694086	17694985	740	gene_body
encRegTfbsClustered	EED	chr17	17694088	17694782	204	gene_body
encRegTfbsClustered	MNT	chr17	17694093	17694543	98	gene_body
encRegTfbsClustered	ZNF592	chr17	17694095	17694606	928	gene_body
encRegTfbsClustered	DPF2	chr17	17694096	17694732	501	gene_body
encRegTfbsClustered	AGO2	chr17	17694097	17694766	428	gene_body
encRegTfbsClustered	MAX	chr17	17694097	17694573	1000	gene_body
encRegTfbsClustered	CEBPB	chr17	17694105	17694375	239	gene_body
encRegTfbsClustered	MYC	chr17	17694108	17694758	857	gene_body
encRegTfbsClustered	USF2	chr17	17694109	17694365	132	gene_body
encRegTfbsClustered	TRIM22	chr17	17694111	17694547	526	gene_body
encRegTfbsClustered	CBX3	chr17	17694111	17694541	620	gene_body
encRegTfbsClustered	NR2F6	chr17	17694137	17694577	174	gene_body
encRegTfbsClustered	MTA2	chr17	17694151	17694711	197	gene_body
encRegTfbsClustered	FOS	chr17	17694156	17694635	572	gene_body
encRegTfbsClustered	ZNF687	chr17	17694159	17694681	1000	gene_body
encRegTfbsClustered	EP300	chr17	17694181	17694678	265	gene_body
encRegTfbsClustered	RUNX3	chr17	17694183	17694547	255	gene_body
encRegTfbsClustered	STAT1	chr17	17694187	17694551	448	gene_body
encRegTfbsClustered	FOSL2	chr17	17694198	17694602	371	gene_body
encRegTfbsClustered	E2F6	chr17	17694207	17694437	718	gene_body
encRegTfbsClustered	HNRNPL	chr17	17694207	17694734	964	gene_body
encRegTfbsClustered	GABPB1	chr17	17694213	17694481	49	gene_body
encRegTfbsClustered	PTBP1	chr17	17694232	17694662	641	gene_body
encRegTfbsClustered	NR2F2	chr17	17694246	17694736	298	gene_body
encRegTfbsClustered	YY1	chr17	17694254	17694852	1000	gene_body
encRegTfbsClustered	SIN3A	chr17	17694276	17695355	725	gene_body
encRegTfbsClustered	JUND	chr17	17694279	17694559	263	gene_body
encRegTfbsClustered	PHF8	chr17	17694302	17694767	435	gene_body
encRegTfbsClustered	PRDM10	chr17	17694304	17694708	13	gene_body
encRegTfbsClustered	FOSL1	chr17	17694305	17694535	271	gene_body
encRegTfbsClustered	IKZF1	chr17	17694309	17695183	861	gene_body
encRegTfbsClustered	TAF15	chr17	17694350	17694846	678	gene_body
encRegTfbsClustered	MXI1	chr17	17694352	17695227	523	gene_body
encRegTfbsClustered	TBP	chr17	17694367	17695040	179	gene_body
encRegTfbsClustered	GABPA	chr17	17694402	17694702	73	gene_body
encRegTfbsClustered	GATAD2B	chr17	17694461	17695180	645	gene_body
encRegTfbsClustered	ZBTB7A	chr17	17694462	17694996	704	gene_body
encRegTfbsClustered	RB1	chr17	17694472	17694788	448	gene_body
encRegTfbsClustered	ELF1	chr17	17694489	17695031	376	gene_body
encRegTfbsClustered	THAP1	chr17	17694497	17694793	183	gene_body
encRegTfbsClustered	E2F6	chr17	17694505	17694728	600	gene_body
encRegTfbsClustered	FOXM1	chr17	17694544	17694824	203	gene_body
encRegTfbsClustered	RFX1	chr17	17694553	17695054	252	gene_body
encRegTfbsClustered	ZNF143	chr17	17694580	17695027	906	gene_body
encRegTfbsClustered	TCF12	chr17	17694591	17694931	193	gene_body
encRegTfbsClustered	ETS1	chr17	17694605	17694865	272	gene_body
encRegTfbsClustered	SRF	chr17	17694613	17694813	183	gene_body
encRegTfbsClustered	BHLHE40	chr17	17694627	17694805	69	gene_body
encRegTfbsClustered	NFATC1	chr17	17694637	17695193	450	gene_body
encRegTfbsClustered	KDM4A	chr17	17694641	17695558	457	gene_body
encRegTfbsClustered	EGR1	chr17	17694648	17695099	116	gene_body
encRegTfbsClustered	FUS	chr17	17694653	17695083	204	gene_body
encRegTfbsClustered	CTCF	chr17	17694655	17695554	235	gene_body
encRegTfbsClustered	SP1	chr17	17694662	17695002	243	gene_body
encRegTfbsClustered	IKZF2	chr17	17694689	17695535	297	gene_body
encRegTfbsClustered	IRF1	chr17	17694711	17695071	212	gene_body
encRegTfbsClustered	STAT1	chr17	17694718	17695034	260	gene_body
encRegTfbsClustered	REST	chr17	17694746	17695226	230	gene_body
encRegTfbsClustered	SMC3	chr17	17694749	17695279	151	gene_body
encRegTfbsClustered	EP300	chr17	17694759	17695129	600	gene_body
encRegTfbsClustered	PHF8	chr17	17694772	17695336	275	gene_body
encRegTfbsClustered	AGO2	chr17	17694791	17695472	632	gene_body
encRegTfbsClustered	STAT3	chr17	17694855	17694972	349	gene_body
encRegTfbsClustered	CLOCK	chr17	17694867	17695498	433	gene_body
encRegTfbsClustered	RBM22	chr17	17694882	17695346	660	gene_body
encRegTfbsClustered	RAD21	chr17	17694961	17695357	148	gene_body
encRegTfbsClustered	EZH2	chr17	17695009	17695393	221	gene_body
encRegTfbsClustered	YY1	chr17	17695022	17695606	128	gene_body
encRegTfbsClustered	HNRNPLL	chr17	17695036	17695652	393	gene_body
encRegTfbsClustered	HNF4A	chr17	17695050	17695726	280	gene_body
encRegTfbsClustered	HNRNPL	chr17	17695079	17695569	788	gene_body
encRegTfbsClustered	RXRA	chr17	17695113	17695704	297	gene_body
encRegTfbsClustered	U2AF2	chr17	17695149	17695599	558	gene_body
encRegTfbsClustered	SKI	chr17	17695159	17695609	254	gene_body
encRegTfbsClustered	MYC	chr17	17695203	17695507	286	gene_body
encRegTfbsClustered	ZNF687	chr17	17695220	17695644	232	gene_body
encRegTfbsClustered	SP1	chr17	17695238	17695742	55	gene_body
encRegTfbsClustered	GATA3	chr17	17695239	17695529	202	gene_body
encRegTfbsClustered	ZMYM3	chr17	17695288	17695856	316	gene_body
encRegTfbsClustered	MLLT1	chr17	17695289	17695865	212	gene_body
encRegTfbsClustered	ZNF384	chr17	17695366	17695670	341	gene_body
encRegTfbsClustered	TCF12	chr17	17695383	17695947	300	gene_body
encRegTfbsClustered	SIN3A	chr17	17695394	17695998	697	gene_body
encRegTfbsClustered	POLR2A	chr17	17695743	17696147	181	gene_body
encRegTfbsClustered	EZH2	chr17	17696544	17696928	249	gene_body
encRegTfbsClustered	SIN3A	chr17	17696645	17697663	316	gene_body
encRegTfbsClustered	YY1	chr17	17696861	17697445	281	gene_body
encRegTfbsClustered	SP1	chr17	17696865	17697369	696	gene_body
encRegTfbsClustered	REST	chr17	17696879	17697359	194	gene_body
encRegTfbsClustered	RAD21	chr17	17696924	17697320	280	gene_body
encRegTfbsClustered	RXRA	chr17	17696928	17697239	945	gene_body
encRegTfbsClustered	HNF4G	chr17	17696928	17697298	367	gene_body
encRegTfbsClustered	HNF4A	chr17	17696935	17697201	637	gene_body
encRegTfbsClustered	FOXA2	chr17	17696941	17697501	349	gene_body
encRegTfbsClustered	POLR2A	chr17	17697087	17697940	376	gene_body
encRegTfbsClustered	GATA3	chr17	17697166	17697668	1000	gene_body
encRegTfbsClustered	ZNF217	chr17	17697172	17697662	337	gene_body
encRegTfbsClustered	ZNF24	chr17	17697195	17697535	204	gene_body
encRegTfbsClustered	GATA2	chr17	17697197	17697601	412	gene_body
encRegTfbsClustered	MYC	chr17	17697214	17697518	433	gene_body
encRegTfbsClustered	MBD2	chr17	17697238	17697614	296	gene_body
encRegTfbsClustered	MNT	chr17	17697248	17697903	192	gene_body
encRegTfbsClustered	ZNF687	chr17	17697265	17697689	290	gene_body
encRegTfbsClustered	CUX1	chr17	17697287	17697697	156	gene_body
encRegTfbsClustered	CTBP1	chr17	17697296	17697712	669	gene_body
encRegTfbsClustered	ESR1	chr17	17697298	17697568	221	gene_body
encRegTfbsClustered	SMARCE1	chr17	17697304	17697574	485	gene_body
encRegTfbsClustered	NCOA3	chr17	17697310	17697634	103	gene_body
encRegTfbsClustered	RCOR1	chr17	17697316	17697676	411	gene_body
encRegTfbsClustered	FOXA1	chr17	17697323	17697918	790	gene_body
encRegTfbsClustered	RFX1	chr17	17697333	17697769	61	gene_body
encRegTfbsClustered	ZBTB40	chr17	17697373	17698016	45	gene_body
encRegTfbsClustered	DPF2	chr17	17697377	17697777	489	gene_body
encRegTfbsClustered	PKNOX1	chr17	17697380	17697780	52	gene_body
encRegTfbsClustered	ZNF444	chr17	17697440	17697896	163	gene_body
encRegTfbsClustered	ZNF207	chr17	17697497	17697853	553	gene_body
encRegTfbsClustered	CLOCK	chr17	17697591	17698011	83	gene_body
encRegTfbsClustered	PKNOX1	chr17	17698157	17698537	29	gene_body
encRegTfbsClustered	ASH2L	chr17	17698183	17699171	562	gene_body
encRegTfbsClustered	SMARCA4	chr17	17698436	17698720	316	gene_body
encRegTfbsClustered	EZH2	chr17	17698492	17698876	221	gene_body
encRegTfbsClustered	TCF7L2	chr17	17698662	17699497	138	gene_body
encRegTfbsClustered	ZKSCAN1	chr17	17698714	17699050	234	gene_body
encRegTfbsClustered	POLR2A	chr17	17698717	17699319	200	gene_body
encRegTfbsClustered	PKNOX1	chr17	17698758	17699138	39	gene_body
encRegTfbsClustered	MEIS2	chr17	17698760	17699136	121	gene_body
encRegTfbsClustered	EP300	chr17	17698768	17699067	430	gene_body
encRegTfbsClustered	NR3C1	chr17	17698871	17699115	230	gene_body
encRegTfbsClustered	SMARCA4	chr17	17699132	17699416	425	gene_body
encRegTfbsClustered	ZNF24	chr17	17699260	17699600	322	gene_body
encRegTfbsClustered	RNF2	chr17	17699482	17701191	385	gene_body
encRegTfbsClustered	RBM22	chr17	17699699	17700163	486	gene_body
encRegTfbsClustered	EZH2	chr17	17700008	17700115	551	gene_body
encRegTfbsClustered	USF1	chr17	17700010	17700250	169	gene_body
encRegTfbsClustered	CTCF	chr17	17700064	17700466	50	gene_body
encRegTfbsClustered	KDM4A	chr17	17700186	17701089	662	gene_body
encRegTfbsClustered	SIN3A	chr17	17700237	17700753	458	gene_body
encRegTfbsClustered	SUZ12	chr17	17700239	17700849	479	gene_body
encRegTfbsClustered	YY1	chr17	17700273	17701003	243	gene_body
encRegTfbsClustered	ASH2L	chr17	17700277	17701057	543	gene_body
encRegTfbsClustered	EZH2	chr17	17700298	17701179	912	gene_body
encRegTfbsClustered	SP1	chr17	17700326	17700846	329	gene_body
encRegTfbsClustered	EGR1	chr17	17700337	17700601	1000	gene_body
encRegTfbsClustered	BACH1	chr17	17700340	17700656	872	gene_body
encRegTfbsClustered	EP300	chr17	17700341	17700637	1000	gene_body
encRegTfbsClustered	MAFK	chr17	17700360	17700644	220	gene_body
encRegTfbsClustered	HDAC2	chr17	17700361	17701029	1000	gene_body
encRegTfbsClustered	NANOG	chr17	17700369	17700633	1000	gene_body
encRegTfbsClustered	ZEB1	chr17	17700386	17700782	987	gene_body
encRegTfbsClustered	BCL11A	chr17	17700436	17700612	676	gene_body
encRegTfbsClustered	SMARCA4	chr17	17700450	17700734	556	gene_body
encRegTfbsClustered	TCF12	chr17	17700470	17700541	1000	gene_body
encRegTfbsClustered	CTCF	chr17	17700513	17700923	115	gene_body
encRegTfbsClustered	TAF1	chr17	17700582	17701018	184	gene_body
encRegTfbsClustered	AGO2	chr17	17700661	17700827	314	gene_body
encRegTfbsClustered	SUZ12	chr17	17701423	17702463	444	gene_body
encRegTfbsClustered	CTCF	chr17	17701589	17702009	128	gene_body
encRegTfbsClustered	ZNF263	chr17	17701695	17701942	560	gene_body
encRegTfbsClustered	RAD21	chr17	17701729	17701999	113	gene_body
encRegTfbsClustered	RFX1	chr17	17702023	17702459	135	gene_body
encRegTfbsClustered	BMI1	chr17	17702070	17702454	114	gene_body
encRegTfbsClustered	TAF1	chr17	17702344	17702988	225	gene_body
encRegTfbsClustered	NFIC	chr17	17702345	17702789	100	gene_body
encRegTfbsClustered	NFIB	chr17	17702367	17702747	115	gene_body
encRegTfbsClustered	GATA1	chr17	17702653	17703276	912	gene_body
encRegTfbsClustered	SIX5	chr17	17702667	17703123	197	gene_body
encRegTfbsClustered	KDM1A	chr17	17702782	17703452	707	gene_body
encRegTfbsClustered	REST	chr17	17702893	17703453	939	gene_body
encRegTfbsClustered	ELF4	chr17	17702994	17703454	176	gene_body
encRegTfbsClustered	ESRRA	chr17	17702999	17703463	230	gene_body
encRegTfbsClustered	ELF1	chr17	17703001	17703481	359	gene_body
encRegTfbsClustered	ATF7	chr17	17703002	17703552	118	gene_body
encRegTfbsClustered	NR2F2	chr17	17703010	17703500	459	gene_body
encRegTfbsClustered	EP300	chr17	17703026	17703526	138	gene_body
encRegTfbsClustered	CTCF	chr17	17703028	17703525	812	gene_body
encRegTfbsClustered	E2F1	chr17	17703031	17703531	59	gene_body
encRegTfbsClustered	NR2F6	chr17	17703040	17703513	319	gene_body
encRegTfbsClustered	ZBTB7A	chr17	17703055	17703459	757	gene_body
encRegTfbsClustered	ETV4	chr17	17703065	17703485	630	gene_body
encRegTfbsClustered	RAD21	chr17	17703074	17703470	584	gene_body
encRegTfbsClustered	NR2F1	chr17	17703080	17703356	479	gene_body
encRegTfbsClustered	RB1	chr17	17703092	17703408	313	gene_body
encRegTfbsClustered	CREB1	chr17	17703096	17703486	54	gene_body
encRegTfbsClustered	GABPA	chr17	17703098	17703408	130	gene_body
encRegTfbsClustered	NR3C1	chr17	17703118	17703422	360	gene_body
encRegTfbsClustered	GABPB1	chr17	17703127	17703379	49	gene_body
encRegTfbsClustered	CREM	chr17	17703184	17703374	831	gene_body
encRegTfbsClustered	XRCC5	chr17	17703219	17703341	769	gene_body
encRegTfbsClustered	PKNOX1	chr17	17703638	17703845	133	gene_body
encRegTfbsClustered	MITF	chr17	17704690	17705110	90	gene_body
encRegTfbsClustered	RBM39	chr17	17705887	17706567	530	gene_body
encRegTfbsClustered	NCOR1	chr17	17706052	17706622	422	gene_body
encRegTfbsClustered	SP1	chr17	17706068	17706572	570	gene_body
encRegTfbsClustered	XRCC5	chr17	17706105	17706589	456	gene_body
encRegTfbsClustered	NR2F6	chr17	17706127	17706567	307	gene_body
encRegTfbsClustered	HNF4A	chr17	17706145	17706525	1000	gene_body
encRegTfbsClustered	HNF4G	chr17	17706147	17706517	667	gene_body
encRegTfbsClustered	RXRA	chr17	17706192	17706488	649	gene_body
encRegTfbsClustered	FOSL2	chr17	17706209	17706469	223	gene_body
encRegTfbsClustered	TFAP4	chr17	17706213	17706583	285	gene_body
encRegTfbsClustered	CTCF	chr17	17706243	17706809	332	gene_body
encRegTfbsClustered	USF1	chr17	17706265	17706465	249	gene_body
encRegTfbsClustered	POLR2A	chr17	17706343	17707019	73	gene_body
encRegTfbsClustered	CEBPB	chr17	17706741	17706997	239	gene_body
encRegTfbsClustered	ZMYM3	chr17	17707303	17707687	702	gene_body
encRegTfbsClustered	KDM1A	chr17	17707322	17707758	497	gene_body
encRegTfbsClustered	RBM25	chr17	17707371	17707731	151	gene_body
encRegTfbsClustered	ZNF263	chr17	17707559	17708143	242	gene_body
encRegTfbsClustered	POLR2A	chr17	17707598	17708138	225	gene_body
encRegTfbsClustered	SP1	chr17	17707928	17708438	132	gene_body
encRegTfbsClustered	HDAC2	chr17	17708776	17709236	514	gene_body
encRegTfbsClustered	KDM1A	chr17	17708783	17709219	502	gene_body
encRegTfbsClustered	ZMYM3	chr17	17708784	17709160	205	gene_body
encRegTfbsClustered	POLR2A	chr17	17709045	17710190	186	gene_body
encRegTfbsClustered	MYC	chr17	17709934	17710150	573	gene_body
encRegTfbsClustered	POLR2G	chr17	17710077	17710721	98	gene_body
encRegTfbsClustered	HDAC1	chr17	17710218	17710994	462	gene_body
encRegTfbsClustered	CHD4	chr17	17710323	17711139	499	gene_body
encRegTfbsClustered	ZBTB7A	chr17	17710361	17710577	461	gene_body
encRegTfbsClustered	POLR2A	chr17	17710401	17711602	678	gene_body
encRegTfbsClustered	CTCF	chr17	17710495	17711552	127	gene_body
encRegTfbsClustered	ASH2L	chr17	17710520	17711700	410	gene_body
encRegTfbsClustered	KDM1A	chr17	17710608	17711267	1000	gene_body
encRegTfbsClustered	SMARCA5	chr17	17710635	17711051	437	gene_body
encRegTfbsClustered	HDAC2	chr17	17710652	17711186	906	gene_body
encRegTfbsClustered	ZMYM3	chr17	17710655	17711075	1000	gene_body
encRegTfbsClustered	ZNF263	chr17	17710671	17711255	276	gene_body
encRegTfbsClustered	ZNF579	chr17	17710700	17711130	235	gene_body
encRegTfbsClustered	ZNF24	chr17	17710700	17711064	113	gene_body
encRegTfbsClustered	ZHX2	chr17	17710707	17711207	462	gene_body
encRegTfbsClustered	ZNF143	chr17	17710710	17711000	303	gene_body
encRegTfbsClustered	EGR1	chr17	17710715	17711159	1000	gene_body
encRegTfbsClustered	ZNF444	chr17	17710728	17711097	802	gene_body
encRegTfbsClustered	HNF1A	chr17	17710739	17711149	194	gene_body
encRegTfbsClustered	RBM25	chr17	17710746	17710880	568	gene_body
encRegTfbsClustered	ZNF687	chr17	17710769	17711193	219	gene_body
encRegTfbsClustered	XRCC5	chr17	17710782	17711266	322	gene_body
encRegTfbsClustered	MNT	chr17	17710782	17711232	286	gene_body
encRegTfbsClustered	CREM	chr17	17710784	17711308	208	gene_body
encRegTfbsClustered	RFX1	chr17	17710798	17711444	24	gene_body
encRegTfbsClustered	ZNF217	chr17	17710804	17711294	298	gene_body
encRegTfbsClustered	SIN3A	chr17	17710805	17711728	655	gene_body
encRegTfbsClustered	GABPA	chr17	17710807	17711343	218	gene_body
encRegTfbsClustered	ZBTB7B	chr17	17710814	17711214	493	gene_body
encRegTfbsClustered	JUND	chr17	17710815	17711247	1000	gene_body
encRegTfbsClustered	ATF3	chr17	17710818	17711298	355	gene_body
encRegTfbsClustered	ATF7	chr17	17710818	17711228	350	gene_body
encRegTfbsClustered	MBD2	chr17	17710826	17711202	383	gene_body
encRegTfbsClustered	IKZF1	chr17	17710827	17711311	215	gene_body
encRegTfbsClustered	NR2F6	chr17	17710830	17711270	286	gene_body
encRegTfbsClustered	PKNOX1	chr17	17710831	17711211	159	gene_body
encRegTfbsClustered	CREB1	chr17	17710833	17711243	59	gene_body
encRegTfbsClustered	CCAR2	chr17	17710833	17711229	747	gene_body
encRegTfbsClustered	SP1	chr17	17710834	17711345	1000	gene_body
encRegTfbsClustered	RCOR1	chr17	17710834	17711240	489	gene_body
encRegTfbsClustered	JUN	chr17	17710835	17711175	447	gene_body
encRegTfbsClustered	FOS	chr17	17710842	17711241	1000	gene_body
encRegTfbsClustered	BCOR	chr17	17710846	17710954	471	gene_body
encRegTfbsClustered	TFAP4	chr17	17710848	17711422	331	gene_body
encRegTfbsClustered	SIX5	chr17	17710852	17711509	168	gene_body
encRegTfbsClustered	EP300	chr17	17710863	17711270	1000	gene_body
encRegTfbsClustered	NR3C1	chr17	17710865	17711182	1000	gene_body
encRegTfbsClustered	ELF1	chr17	17710868	17711288	846	gene_body
encRegTfbsClustered	CTBP1	chr17	17710870	17711286	342	gene_body
encRegTfbsClustered	ETV4	chr17	17710873	17711293	438	gene_body
encRegTfbsClustered	RBBP5	chr17	17710889	17711734	672	gene_body
encRegTfbsClustered	RAD21	chr17	17710891	17711176	118	gene_body
encRegTfbsClustered	BHLHE40	chr17	17710892	17711176	211	gene_body
encRegTfbsClustered	FOSL2	chr17	17710895	17711200	1000	gene_body
encRegTfbsClustered	E4F1	chr17	17710909	17711239	103	gene_body
encRegTfbsClustered	REST	chr17	17710909	17711637	224	gene_body
encRegTfbsClustered	FOXA2	chr17	17710912	17711164	861	gene_body
encRegTfbsClustered	SMARCE1	chr17	17710914	17711184	694	gene_body
encRegTfbsClustered	MYC	chr17	17710915	17711219	664	gene_body
encRegTfbsClustered	NFE2L2	chr17	17710916	17711156	147	gene_body
encRegTfbsClustered	TCF12	chr17	17710918	17711202	946	gene_body
encRegTfbsClustered	GATA3	chr17	17710919	17711395	470	gene_body
encRegTfbsClustered	DPF2	chr17	17710924	17711450	1000	gene_body
encRegTfbsClustered	SKI	chr17	17710929	17711379	208	gene_body
encRegTfbsClustered	RBFOX2	chr17	17710933	17711617	226	gene_body
encRegTfbsClustered	PCBP1	chr17	17710934	17711444	465	gene_body
encRegTfbsClustered	FOXA1	chr17	17710937	17711139	1000	gene_body
encRegTfbsClustered	STAT3	chr17	17710953	17711227	1000	gene_body
encRegTfbsClustered	TAF1	chr17	17710958	17711830	348	gene_body
encRegTfbsClustered	POLR2G	chr17	17710985	17711804	280	gene_body
encRegTfbsClustered	ESR1	chr17	17711010	17711280	140	gene_body
encRegTfbsClustered	HNRNPLL	chr17	17711089	17711689	157	gene_body
encRegTfbsClustered	ZFX	chr17	17711168	17712006	289	gene_body
encRegTfbsClustered	ZBTB33	chr17	17711195	17711659	224	gene_body
encRegTfbsClustered	AGO2	chr17	17711307	17711537	488	gene_body
encRegTfbsClustered	NRF1	chr17	17711561	17712111	47	gene_body
encRegTfbsClustered	ZNF143	chr17	17711599	17711889	274	gene_body
encRegTfbsClustered	FOSL1	chr17	17711649	17711865	339	gene_body
encRegTfbsClustered	KDM1A	chr17	17712167	17712806	973	gene_body
encRegTfbsClustered	SMARCA5	chr17	17712197	17712613	440	gene_body
encRegTfbsClustered	ZMYM3	chr17	17712223	17712647	520	gene_body
encRegTfbsClustered	HDAC2	chr17	17712230	17712690	739	gene_body
encRegTfbsClustered	MLLT1	chr17	17712244	17712820	126	gene_body
encRegTfbsClustered	BCL3	chr17	17712258	17712602	395	gene_body
encRegTfbsClustered	YY1	chr17	17712277	17712819	268	gene_body
encRegTfbsClustered	EGR1	chr17	17712305	17712685	184	gene_body
encRegTfbsClustered	POLR2A	chr17	17712336	17712876	173	gene_body
encRegTfbsClustered	SPI1	chr17	17712340	17712580	105	gene_body
encRegTfbsClustered	RELB	chr17	17712342	17712942	259	gene_body
encRegTfbsClustered	DPF2	chr17	17712352	17712932	510	gene_body
encRegTfbsClustered	SP1	chr17	17712359	17712869	164	gene_body
encRegTfbsClustered	NBN	chr17	17712379	17712963	324	gene_body
encRegTfbsClustered	IKZF1	chr17	17712392	17713028	532	gene_body
encRegTfbsClustered	MTA2	chr17	17712406	17712966	270	gene_body
encRegTfbsClustered	NFIC	chr17	17712410	17712990	654	gene_body
encRegTfbsClustered	ZNF207	chr17	17712419	17712829	609	gene_body
encRegTfbsClustered	ATF7	chr17	17712437	17712947	104	gene_body
encRegTfbsClustered	IKZF2	chr17	17712441	17713031	516	gene_body
encRegTfbsClustered	SKIL	chr17	17712443	17712933	101	gene_body
encRegTfbsClustered	NFATC1	chr17	17712451	17713007	586	gene_body
encRegTfbsClustered	JUNB	chr17	17712457	17712881	273	gene_body
encRegTfbsClustered	PKNOX1	chr17	17712460	17712884	30	gene_body
encRegTfbsClustered	POU2F2	chr17	17712464	17712774	643	gene_body
encRegTfbsClustered	ATF2	chr17	17712465	17712969	393	gene_body
encRegTfbsClustered	CEBPB	chr17	17712487	17712760	1000	gene_body
encRegTfbsClustered	BHLHE40	chr17	17712500	17712900	395	gene_body
encRegTfbsClustered	RCOR1	chr17	17712521	17712861	1000	gene_body
encRegTfbsClustered	CREM	chr17	17712535	17712895	485	gene_body
encRegTfbsClustered	FOXK2	chr17	17712566	17712976	80	gene_body
encRegTfbsClustered	BCL11A	chr17	17712570	17712840	540	gene_body
encRegTfbsClustered	RAD21	chr17	17712571	17712807	116	gene_body
encRegTfbsClustered	EP300	chr17	17712573	17712933	993	gene_body
encRegTfbsClustered	TBX21	chr17	17712581	17712836	393	gene_body
encRegTfbsClustered	FOS	chr17	17712581	17712857	1000	gene_body
encRegTfbsClustered	RUNX3	chr17	17712583	17712883	1000	gene_body
encRegTfbsClustered	ETS1	chr17	17712595	17712855	419	gene_body
encRegTfbsClustered	PBX3	chr17	17712597	17712813	326	gene_body
encRegTfbsClustered	MEF2A	chr17	17712612	17712902	293	gene_body
encRegTfbsClustered	PAX5	chr17	17712621	17712798	1000	gene_body
encRegTfbsClustered	EED	chr17	17712625	17712800	726	gene_body
encRegTfbsClustered	STAT3	chr17	17712634	17712770	708	gene_body
encRegTfbsClustered	MAFK	chr17	17712644	17712914	140	gene_body
encRegTfbsClustered	BATF	chr17	17712649	17712879	333	gene_body
encRegTfbsClustered	ETV6	chr17	17712662	17712828	902	gene_body
encRegTfbsClustered	SMC3	chr17	17712693	17712943	39	gene_body
encRegTfbsClustered	CEBPB	chr17	17712970	17713226	394	gene_body
encRegTfbsClustered	IKZF1	chr17	17713683	17714273	213	gene_body
encRegTfbsClustered	EP300	chr17	17713777	17714277	152	gene_body
encRegTfbsClustered	POLR2A	chr17	17713799	17714149	291	gene_body
encRegTfbsClustered	USF1	chr17	17713823	17714107	189	gene_body
encRegTfbsClustered	USF2	chr17	17713858	17714114	262	gene_body
encRegTfbsClustered	CTCF	chr17	17713869	17714559	181	gene_body
encRegTfbsClustered	ZNF687	chr17	17713885	17714309	229	gene_body
encRegTfbsClustered	MYC	chr17	17713890	17714210	404	gene_body
encRegTfbsClustered	SRF	chr17	17714032	17714282	556	gene_body
encRegTfbsClustered	GATA3	chr17	17714337	17714612	1000	gene_body
encRegTfbsClustered	FOXA1	chr17	17714376	17714612	323	gene_body
encRegTfbsClustered	ZFX	chr17	17714574	17715210	132	gene_body
encRegTfbsClustered	POLR2A	chr17	17716236	17716772	149	gene_body
encRegTfbsClustered	MNT	chr17	17716304	17716775	511	gene_body
encRegTfbsClustered	PAX8	chr17	17716361	17716697	628	gene_body
encRegTfbsClustered	FOXA1	chr17	17716390	17716780	54	gene_body
encRegTfbsClustered	KDM1A	chr17	17716727	17717397	462	gene_body
encRegTfbsClustered	HNRNPL	chr17	17716749	17717443	442	gene_body
encRegTfbsClustered	NCOR1	chr17	17716775	17717345	319	gene_body
encRegTfbsClustered	MAX	chr17	17716851	17717327	345	gene_body
encRegTfbsClustered	NR2F2	chr17	17716853	17717343	610	gene_body
encRegTfbsClustered	XRCC5	chr17	17716869	17717353	775	gene_body
encRegTfbsClustered	RAD21	chr17	17716872	17717306	258	gene_body
encRegTfbsClustered	HNF4A	chr17	17716876	17717276	1000	gene_body
encRegTfbsClustered	HNF4G	chr17	17716891	17717261	1000	gene_body
encRegTfbsClustered	EP300	chr17	17716895	17717219	230	gene_body
encRegTfbsClustered	SP1	chr17	17716896	17717254	1000	gene_body
encRegTfbsClustered	RXRA	chr17	17716916	17717212	729	gene_body
encRegTfbsClustered	SKI	chr17	17716966	17717186	630	gene_body
encRegTfbsClustered	NR2F6	chr17	17716981	17717150	852	gene_body
encRegTfbsClustered	TFAP4	chr17	17717005	17717375	220	gene_body
encRegTfbsClustered	NR2F6	chr17	17717735	17718175	176	gene_body
encRegTfbsClustered	TCF7	chr17	17717786	17718142	116	gene_body
encRegTfbsClustered	ZBTB7A	chr17	17717805	17718021	166	gene_body
encRegTfbsClustered	SPI1	chr17	17718350	17718590	187	gene_body
encRegTfbsClustered	RBM22	chr17	17718486	17718950	456	gene_body
encRegTfbsClustered	EZH2	chr17	17719331	17719715	182	gene_body
encRegTfbsClustered	KDM1A	chr17	17719417	17720511	437	gene_body
encRegTfbsClustered	RBM39	chr17	17719702	17720382	329	gene_body
encRegTfbsClustered	XRCC5	chr17	17719840	17720324	556	gene_body
encRegTfbsClustered	FOXP1	chr17	17720026	17720370	429	gene_body
